Date,Open,High,Low,Close,Adj Close,Volume
2018-07-14,328.378906,332.099457,326.083740,329.569214,329.569214,933963144
2018-07-15,329.415802,343.186188,327.933044,340.125519,340.125519,1020837744
2018-07-16,340.560242,363.171875,337.613739,363.171875,363.171875,1404367257
2018-07-17,362.732910,388.085419,356.399628,382.385895,382.385895,1746374673
2018-07-18,382.260742,391.694366,362.798462,367.448944,367.448944,1813535166
2018-07-19,367.536896,372.554138,357.471558,360.662781,360.662781,1588771959
2018-07-20,360.423157,360.367828,337.717316,343.049164,343.049164,1386322131
2018-07-21,343.034698,356.281769,339.302795,351.983551,351.983551,1145006863
2018-07-22,351.985077,358.424438,348.856995,349.708618,349.708618,1018403798
2018-07-23,349.542755,357.426758,343.330017,344.083801,344.083801,1218804805
2018-07-24,344.299774,366.082336,343.942749,364.597656,364.597656,1739823547
2018-07-25,365.003052,367.283813,354.760071,358.030609,358.030609,1463044656
2018-07-26,357.907867,366.519684,352.151428,354.037537,354.037537,1237171026
2018-07-27,354.016174,360.990143,349.626923,358.277496,358.277496,1322953672
2018-07-28,358.286682,359.748260,353.184082,356.166016,356.166016,1168578876
2018-07-29,356.178955,358.803864,352.972778,355.961090,355.961090,1244782621
2018-07-30,356.084656,357.242523,341.483490,348.013550,348.013550,1630569514
2018-07-31,348.138428,348.085419,328.282501,330.741730,330.741730,1387924989
2018-08-01,330.743256,331.903198,312.758301,320.593567,320.593567,1438631515
2018-08-02,320.638519,323.909454,315.040680,317.059326,317.059326,1205855233
2018-08-03,317.017822,323.399719,307.221313,321.616302,321.616302,1324367551
2018-08-04,321.597076,323.095734,310.477509,313.150330,313.150330,1127673972
2018-08-05,313.222595,318.169647,309.444061,315.781525,315.781525,1074476923
2018-08-06,315.820770,318.999603,311.632660,314.240021,314.240021,1070149138
2018-08-07,314.350525,317.295227,290.676300,293.738403,293.738403,1412507726
2018-08-08,293.488861,294.318085,274.616882,276.959473,276.959473,1565765766
2018-08-09,277.237488,289.281769,274.587677,285.036652,285.036652,1260416342
2018-08-10,285.183228,286.016510,258.154602,261.749817,261.749817,1331087961
2018-08-11,261.818756,261.818756,241.629196,252.300461,252.300461,1402341975
2018-08-12,251.290833,257.374481,249.551193,250.485977,250.485977,1274039818
2018-08-13,250.987610,253.745590,223.267517,224.578659,224.578659,1372728698
2018-08-14,224.476761,224.476761,199.819519,219.372391,219.372391,1681360598
2018-08-15,220.516708,239.141388,220.427292,222.456467,222.456467,1479673836
2018-08-16,222.753479,234.964966,221.325134,226.629425,226.629425,1221848938
2018-08-17,226.343826,247.918137,226.114258,247.572342,247.572342,1564698502
2018-08-18,248.405075,251.271072,224.693008,231.954834,231.954834,1383219635
2018-08-19,231.843491,240.804520,228.441940,236.040802,236.040802,1136061200
2018-08-20,236.469986,238.873016,213.697159,214.241638,214.241638,1104178382
2018-08-21,213.473129,222.909027,213.573212,218.476563,218.476563,902068966
2018-08-22,218.495163,230.519958,205.186218,210.292953,210.292953,1168456948
2018-08-23,210.608383,218.173737,210.391922,216.352280,216.352280,992473454
2018-08-24,217.138504,220.605820,213.137207,220.344955,220.344955,1129239994
2018-08-25,220.589478,220.771683,216.843948,217.758911,217.758911,940943778
2018-08-26,217.664688,217.664688,212.150757,214.061142,214.061142,938588986
2018-08-27,214.180145,221.466339,212.890930,221.466339,221.466339,1090873139
2018-08-28,222.277451,231.115952,220.284317,230.415756,230.415756,1176056885
2018-08-29,230.154648,231.021851,221.467010,221.950134,221.950134,1131154584
2018-08-30,222.288452,223.585907,211.538055,218.357544,218.357544,1162939052
2018-08-31,218.369080,218.784409,214.852264,218.350433,218.350433,1089352673
2018-09-01,218.730042,232.346268,218.730042,227.868988,227.868988,1193295270
2018-09-02,227.955399,230.449814,224.462616,227.858963,227.858963,1022563666
2018-09-03,228.485947,228.714798,223.265503,224.824341,224.824341,1083856677
2018-09-04,224.853882,226.734055,221.072479,222.231476,222.231476,1209356771
2018-09-05,222.481918,223.972488,179.906296,179.906296,179.906296,1851006659
2018-09-06,179.377426,179.363052,168.825851,178.129837,178.129837,1622802538
2018-09-07,177.603683,180.992035,168.053726,168.061752,168.061752,1298560817
2018-09-08,168.610336,170.509903,149.534973,153.165436,153.165436,1173939957
2018-09-09,153.501236,160.682449,145.702576,152.335419,152.335419,1226873985
2018-09-10,153.052521,156.207825,145.553940,151.296631,151.296631,1153815446
2018-09-11,152.139572,152.380447,138.834564,142.205322,142.205322,1205547872
2018-09-12,142.479630,142.605652,130.725586,140.548141,140.548141,1437327507
2018-09-13,140.814941,163.210800,140.836533,161.228165,161.228165,1777954077
2018-09-14,162.231293,169.812500,156.139771,162.048676,162.048676,1708265095
2018-09-15,160.567841,173.417007,160.408661,170.715546,170.715546,1278403612
2018-09-16,170.508148,170.508148,161.565781,168.762146,168.762146,1149307628
2018-09-17,169.521835,171.532043,148.444168,150.555435,150.555435,1536871338
2018-09-18,149.961960,162.446320,148.953934,159.494873,159.494873,1367747816
2018-09-19,159.112793,162.676651,153.420578,159.805923,159.805923,1319225207
2018-09-20,160.048706,169.431000,158.026459,169.226181,169.226181,1342764818
2018-09-21,169.723480,189.841034,166.993515,188.635529,188.635529,2169678883
2018-09-22,189.211578,192.119308,178.822174,183.951569,183.951569,1470067441
2018-09-23,184.343216,189.265015,181.917404,186.829391,186.829391,1294928815
2018-09-24,187.222412,187.463104,173.457870,174.407990,174.407990,1333424687
2018-09-25,174.100693,174.082794,156.871536,165.792206,165.792206,1608837997
2018-09-26,165.899948,168.124664,158.659332,163.844711,163.844711,1333016848
2018-09-27,163.535767,176.332001,162.071487,174.757919,174.757919,1552839448
2018-09-28,175.176285,177.177368,167.793900,170.671295,170.671295,1548705242
2018-09-29,170.136414,179.610107,165.843887,177.756699,177.756699,1694971677
2018-09-30,177.521866,181.891159,175.174454,178.617691,178.617691,1354361037
2018-10-01,178.903061,179.683060,174.104340,176.929825,176.929825,1224803239
2018-10-02,177.184372,177.547623,173.989212,175.006378,175.006378,1187924354
2018-10-03,174.410141,174.439987,164.669083,170.367218,170.367218,1301137332
2018-10-04,170.334000,174.915314,170.229721,170.638992,170.638992,1136093290
2018-10-05,170.676605,174.063553,169.536560,173.516174,173.516174,1179637982
2018-10-06,173.478821,173.697601,170.893158,171.624741,171.624741,1147420226
2018-10-07,171.864883,172.498672,169.940552,172.254974,172.254974,1120195498
2018-10-08,172.552063,176.264130,171.955734,175.084106,175.084106,1123217386
2018-10-09,175.431595,175.708832,173.274918,173.277481,173.277481,1067967604
2018-10-10,172.998550,173.069092,170.084854,170.974854,170.974854,1048133453
2018-10-11,170.854446,170.774353,143.060242,143.214066,143.214066,1638181009
2018-10-12,142.615509,151.589630,142.614120,149.534164,149.534164,1130967647
2018-10-13,149.258240,152.994064,149.258133,151.901138,151.901138,887512020
2018-10-14,151.787125,153.410614,148.994965,149.353058,149.353058,892279842
2018-10-15,149.013474,169.374710,148.099930,159.403152,159.403152,2178414888
2018-10-16,159.345367,161.370300,158.246979,159.358154,159.358154,1162104084
2018-10-17,159.431717,160.307510,156.981247,158.050095,158.050095,1102190368
2018-10-18,158.295090,159.161697,154.960449,156.152985,156.152985,1048837084
2018-10-19,156.080032,156.649826,154.954712,155.850143,155.850143,967320906
2018-10-20,155.687958,157.794785,155.394440,157.152924,157.152924,947660534
2018-10-21,157.122330,159.273849,156.641663,157.016510,157.016510,911060363
2018-10-22,157.041000,159.448303,156.781525,157.363831,157.363831,1024942582
2018-10-23,157.342239,158.027267,155.519531,157.386749,157.386749,953158131
2018-10-24,157.225769,158.371384,157.640839,158.237259,158.237259,855582864
2018-10-25,158.249680,158.956543,156.600723,158.086151,158.086151,860073396
2018-10-26,157.787476,159.734787,157.310349,158.429886,158.429886,904869499
2018-10-27,158.450928,160.574966,158.308777,159.161270,159.161270,845500898
2018-10-28,159.395096,160.460312,158.593262,160.054871,160.054871,887804703
2018-10-29,159.905228,160.130676,152.964996,154.077713,154.077713,1185170508
2018-10-30,154.043335,155.061432,153.301636,155.477753,155.477753,1073082678
2018-10-31,155.550949,155.218338,153.912598,154.584854,154.584854,1129643157
2018-11-01,154.707031,158.366241,153.610458,152.945496,152.945496,1028009183
2018-11-02,153.030090,155.197510,152.670074,154.667511,154.667511,1119232016
2018-11-03,154.748459,154.748459,153.811829,154.321381,154.321381,1007668820
2018-11-04,154.299789,162.742828,153.378403,159.515228,159.515228,1344861807
2018-11-05,159.218475,161.947357,158.926117,160.074005,160.074005,1235256470
2018-11-06,160.367218,166.655731,159.227676,166.655731,166.655731,1416648431
2018-11-07,166.996735,168.638153,164.816559,165.439148,165.439148,1468524485
2018-11-08,165.548843,166.335571,162.429840,162.435669,162.435669,1354004298
2018-11-09,162.248917,163.787857,161.509445,161.956757,161.956757,1198636016
2018-11-10,161.880432,164.873260,161.749374,163.799179,163.799179,1061839651
2018-11-11,163.757568,164.158325,160.940109,163.355682,163.355682,1160664769
2018-11-12,163.489410,164.286789,162.605743,163.673843,163.673843,1129735222
2018-11-13,163.464615,163.745102,158.624802,158.903793,158.903793,1237157961
2018-11-14,158.679459,159.326508,133.516678,139.677322,139.677322,1998427416
2018-11-15,140.063858,141.847473,133.069595,141.633652,141.633652,2066787942
2018-11-16,141.679871,141.981262,134.834000,136.431351,136.431351,1569579327
2018-11-17,136.573883,136.939575,134.617416,135.515457,135.515457,1427421311
2018-11-18,135.650970,139.509247,135.650970,137.977859,137.977859,1411143100
2018-11-19,138.065140,138.065140,115.054985,116.014587,116.014587,2134932860
2018-11-20,115.731506,117.692535,98.834618,101.934479,101.934479,2451334213
2018-11-21,102.562485,108.628365,98.330429,107.024170,107.024170,2102833360
2018-11-22,107.110291,107.800552,98.401276,98.401276,98.401276,1391803406
2018-11-23,98.178383,98.667473,93.324883,96.174576,96.174576,1558507743
2018-11-24,96.180817,98.898445,86.440178,88.521919,88.521919,1404694810
2018-11-25,88.234886,92.698051,79.379578,90.869659,90.869659,1924883957
2018-11-26,90.786163,92.254463,81.889961,84.552429,84.552429,1669811985
2018-11-27,84.223068,87.800217,80.274529,86.370392,86.370392,1821472365
2018-11-28,86.517998,98.252022,86.517998,95.462090,95.462090,2084443070
2018-11-29,95.683167,96.591888,90.193230,91.967010,91.967010,1718258721
2018-11-30,92.112114,93.393562,87.675659,88.726959,88.726959,1584276846
2018-12-01,88.904411,94.740303,87.509949,93.029259,93.029259,1671418038
2018-12-02,92.741150,94.539932,90.984352,91.292191,91.292191,1455950639
2018-12-03,91.284241,91.353783,84.294327,85.589142,85.589142,1392964452
2018-12-04,85.493385,88.748283,84.293526,86.655243,86.655243,1374446106
2018-12-05,86.750641,86.960922,80.488297,80.488297,80.488297,1563147401
2018-12-06,80.468689,81.525322,71.902863,71.809265,71.809265,1808293128
2018-12-07,71.722229,75.368736,65.358711,73.287079,73.287079,2006521152
2018-12-08,73.377823,76.244904,68.205467,72.395546,72.395546,1457782519
2018-12-09,72.297974,77.684486,71.509163,74.776619,74.776619,1474096398
2018-12-10,74.658813,75.621468,72.182449,72.994896,72.994896,1398375482
2018-12-11,72.909927,73.791824,70.047432,71.197243,71.197243,1366785475
2018-12-12,70.929413,72.864410,70.586311,71.710579,71.710579,1213510338
2018-12-13,71.759598,72.202484,67.530472,68.397125,68.397125,1386665598
2018-12-14,68.469078,68.973305,66.158386,66.969872,66.969872,1311854315
2018-12-15,66.947151,67.791580,65.795509,67.075134,67.075134,1188480638
2018-12-16,67.097855,69.559303,67.097855,67.747726,67.747726,1244170033
2018-12-17,67.843086,76.672119,67.843086,75.415916,75.415916,1665895363
2018-12-18,75.395477,80.095879,73.487892,79.905632,79.905632,1799839661
2018-12-19,80.357185,86.006454,79.544945,80.206940,80.206940,1945587877
2018-12-20,80.065849,92.628494,79.740662,91.734039,91.734039,2418398213
2018-12-21,91.432938,94.035080,85.231361,86.667908,86.667908,2083694890
2018-12-22,86.636017,92.438492,85.101120,92.438492,92.438492,1851606536
2018-12-23,92.845741,105.131485,92.845741,103.386543,103.386543,2830219379
2018-12-24,103.288834,124.054840,103.267143,110.223984,110.223984,3434993754
2018-12-25,110.821007,110.929146,98.235825,102.335785,102.335785,2599513476
2018-12-26,102.370834,107.475746,99.619843,104.258507,104.258507,2150917151
2018-12-27,104.304329,104.835976,91.447891,92.190331,92.190331,2066252733
2018-12-28,92.445198,108.392204,91.409721,108.392204,108.392204,2464923738
2018-12-29,109.039322,115.784386,105.969307,108.684608,108.684608,2495500187
2018-12-30,108.376808,110.723015,105.506401,110.208130,110.208130,2096127145
2018-12-31,110.343369,110.448593,103.830933,104.680748,104.680748,1851076948
2019-01-01,104.719902,110.903717,104.037949,110.417351,110.417351,1771067960
2019-01-02,110.966301,125.148628,110.374016,123.838753,123.838753,2658312178
2019-01-03,123.957245,124.183739,116.461433,118.107315,118.107315,2119386101
2019-01-04,117.931419,124.038399,117.149521,121.445755,121.445755,2456061903
2019-01-05,121.253654,126.350464,121.253654,122.331932,122.331932,2623834575
2019-01-06,122.462120,125.209381,119.470490,123.830765,123.830765,2536566081
2019-01-07,123.880447,124.435562,118.271812,118.654121,118.654121,2121321681
2019-01-08,118.863998,120.618050,116.462959,118.051109,118.051109,1931256866
2019-01-09,118.204254,120.562134,117.388000,117.826843,117.826843,1851156855
2019-01-10,117.858406,118.953934,99.241035,100.859123,100.859123,2664272314
2019-01-11,100.223015,102.076126,97.652229,99.297646,99.297646,2076741780
2019-01-12,99.281891,100.167870,97.685387,98.090141,98.090141,1722569453
2019-01-13,98.043961,98.299545,90.333458,90.978172,90.978172,1765324048
2019-01-14,91.041435,101.519180,91.032463,100.253494,100.253494,2173399104
2019-01-15,100.334244,101.872643,93.551231,94.808434,94.808434,2125197810
2019-01-16,94.634819,98.961304,94.574570,95.882896,95.882896,2131490911
2019-01-17,95.903450,95.735054,93.849945,95.309860,95.309860,1998049524
2019-01-18,95.242645,95.437859,93.399338,93.974152,93.974152,1790319611
2019-01-19,94.443329,97.774704,94.091232,96.698982,96.698982,2367219146
2019-01-20,96.787033,97.127167,92.139122,92.923218,92.923218,2305376704
2019-01-21,93.048927,93.068214,90.389191,90.884499,90.884499,1878635025
2019-01-22,90.847969,92.282028,88.873512,91.656250,91.656250,1970173260
2019-01-23,91.630211,91.619858,89.040817,89.785355,89.785355,1954633982
2019-01-24,89.793137,90.400200,88.946938,89.444016,89.444016,1921172583
2019-01-25,89.620880,89.809349,87.790337,88.199074,88.199074,1975664550
2019-01-26,88.195419,89.491821,87.897621,88.224495,88.224495,1826901591
2019-01-27,88.240837,88.373444,85.863228,85.863228,85.863228,2101724954
2019-01-28,85.772324,86.141571,78.487350,81.000282,81.000282,2558584699
2019-01-29,81.100571,81.516518,79.049713,80.757294,80.757294,2218124133
2019-01-30,80.611214,83.698692,80.155807,83.027733,83.027733,2191330853
2019-01-31,83.022575,84.253326,81.299088,81.676208,81.676208,2158071519
2019-02-01,81.742325,83.027130,80.194496,82.240784,82.240784,1942166758
2019-02-02,82.131203,84.567223,81.594398,84.396332,84.396332,1822856877
2019-02-03,84.442223,84.699806,81.502266,82.202980,82.202980,1926613388
2019-02-04,82.304802,83.138680,81.965782,82.734100,82.734100,1912085986
2019-02-05,82.585678,83.053246,82.520432,82.928780,82.928780,1941834405
2019-02-06,83.025864,83.046623,79.387047,81.125275,81.125275,2004986356
2019-02-07,81.060699,82.179718,80.584221,80.730309,80.730309,1796909129
2019-02-08,80.815071,92.614326,80.501144,92.162956,92.162956,2825787582
2019-02-09,92.121513,93.240059,91.183632,92.267525,92.267525,2228565513
2019-02-10,92.250587,96.525215,90.471237,96.477661,96.477661,2434053252
2019-02-11,96.527946,96.527946,93.027695,94.299919,94.299919,2505218872
2019-02-12,94.206772,95.737938,92.995476,95.091583,95.091583,2443441393
2019-02-13,95.069855,97.181007,94.596405,95.335304,95.335304,2634448799
2019-02-14,95.229034,96.751961,94.656502,94.850060,94.850060,2603275042
2019-02-15,94.899666,96.514008,94.840012,94.702278,94.702278,2343693014
2019-02-16,94.931915,96.280205,94.853462,95.625275,95.625275,2254345464
2019-02-17,95.564659,104.205772,95.494469,103.523773,103.523773,3282475726
2019-02-18,103.084923,114.230553,103.080894,113.051506,113.051506,4168888993
2019-02-19,113.283989,116.116417,111.124435,111.294479,111.294479,4066618415
2019-02-20,111.161659,114.647011,109.130127,114.647011,114.647011,3449732299
2019-02-21,114.492149,114.492149,110.738632,112.053574,112.053574,3063966013
2019-02-22,112.009415,114.828171,111.335953,114.220772,114.220772,2858421279
2019-02-23,113.902199,121.912216,112.871361,121.659058,121.659058,3462532006
2019-02-24,121.741013,126.833694,103.983253,103.983253,103.983253,4560106587
2019-02-25,103.713120,108.943268,103.718163,106.520409,106.520409,3743901823
2019-02-26,106.385742,106.551048,103.504265,104.151794,104.151794,2859518172
2019-02-27,104.106461,106.144920,98.910126,102.204323,102.204323,3355939755
2019-02-28,102.322289,104.488579,101.895943,103.091766,103.091766,3419226608
2019-03-01,103.159607,105.198708,103.041832,103.280319,103.280319,2843179905
2019-03-02,103.209511,103.841354,100.247055,101.600700,101.600700,2836781177
2019-03-03,102.039162,102.837906,99.208847,99.902397,99.902397,2609465249
2019-03-04,99.833252,100.278458,94.795540,96.959602,96.959602,3041544708
2019-03-05,96.973892,105.213326,96.216553,104.776024,104.776024,3622358084
2019-03-06,104.879684,106.579674,103.621887,105.292961,105.292961,3481499750
2019-03-07,105.409050,106.886620,104.354218,105.442345,105.442345,3314650259
2019-03-08,105.653831,107.196266,102.625732,103.831642,103.831642,3595202824
2019-03-09,103.647598,106.899353,103.485901,105.989113,105.989113,3850306314
2019-03-10,106.154404,106.223396,104.237816,105.298439,105.298439,3525205350
2019-03-11,105.368393,105.900856,101.939575,101.037331,101.037331,3540546662
2019-03-12,101.172325,102.533226,99.112152,102.915359,102.915359,3605472264
2019-03-13,103.044640,103.021896,100.971176,100.330971,100.330971,3211150976
2019-03-14,100.286423,102.209297,100.233734,100.848900,100.848900,3376321412
2019-03-15,100.739952,104.151062,100.739288,103.461609,103.461609,3386455999
2019-03-16,103.627045,108.621216,103.627045,106.997986,106.997986,3636027281
2019-03-17,106.877853,106.978256,104.687691,105.287270,105.287270,2878210143
2019-03-18,105.365723,107.065613,104.726799,105.096672,105.096672,3432280421
2019-03-19,105.005745,106.189293,104.787216,105.900330,105.900330,3204074507
2019-03-20,105.874336,106.785866,104.574081,106.536293,106.536293,3531967127
2019-03-21,106.378876,106.707298,104.148949,104.058884,104.058884,3874330915
2019-03-22,104.002678,105.235641,103.706207,103.815483,103.815483,3398600292
2019-03-23,103.708351,105.483383,103.611595,104.639984,104.639984,3358238429
2019-03-24,104.697113,104.742722,103.139076,103.731293,103.731293,3231004721
2019-03-25,103.802803,104.419197,101.153366,102.180946,102.180946,3390505598
2019-03-26,102.198578,102.528313,101.148773,102.528313,102.528313,3405444743
2019-03-27,102.523788,107.316116,102.462975,107.192307,107.192307,3974994345
2019-03-28,107.205757,107.207352,106.036308,106.807518,106.807518,3189453730
2019-03-29,106.751389,109.292496,105.535210,109.252769,109.252769,3929799592
2019-03-30,109.146759,114.693504,108.119873,108.933220,108.933220,3944078049
2019-03-31,108.968903,109.007225,107.863678,108.681412,108.681412,3263228061
2019-04-01,108.644073,108.738045,107.302956,108.535942,108.535942,3529341869
2019-04-02,108.542976,125.826180,108.407692,124.911797,124.911797,7486282625
2019-04-03,124.947517,135.543137,119.368492,122.544327,122.544327,8062253087
2019-04-04,122.523804,125.192986,118.821548,120.889801,120.889801,6083113546
2019-04-05,120.864922,128.260712,120.333153,126.958160,126.958160,5776896634
2019-04-06,126.955399,132.328217,124.108276,127.289803,127.289803,5497459792
2019-04-07,127.312843,134.418991,126.511162,133.881485,133.881485,5826950663
2019-04-08,133.818604,141.315475,133.579559,138.006149,138.006149,7123880905
2019-04-09,137.978058,137.956680,133.788483,134.889145,134.889145,5845884157
2019-04-10,134.853348,139.896271,133.876007,135.398407,135.398407,5998817143
2019-04-11,135.402451,135.520035,124.050278,126.761612,126.761612,6019855432
2019-04-12,126.637680,126.596481,123.257317,125.973869,125.973869,4769575606
2019-04-13,125.887100,127.217346,124.655167,125.803360,125.803360,3792377904
2019-04-14,125.774864,128.892227,124.462715,128.288879,128.288879,3704311725
2019-04-15,128.333939,128.943207,121.841866,123.335869,123.335869,4329896835
2019-04-16,123.299515,128.529648,122.840332,128.504150,128.504150,3971193077
2019-04-17,128.450684,129.553085,126.871101,128.045898,128.045898,4292031707
2019-04-18,128.017090,135.041824,127.797340,133.774063,133.774063,5365600987
2019-04-19,133.753937,133.871552,131.326385,133.663437,133.663437,5033144099
2019-04-20,133.671417,135.969818,132.186356,133.696381,133.696381,4726521654
2019-04-21,133.668793,134.211548,128.831284,130.885483,130.885483,4622512550
2019-04-22,130.863144,133.304413,129.851059,132.404343,132.404343,4695213706
2019-04-23,132.506439,136.091812,132.089523,132.524353,132.524353,5486421603
2019-04-24,132.448395,132.591782,125.467628,128.516220,128.516220,5697304829
2019-04-25,128.584915,129.069717,119.287888,119.782341,119.782341,5289126825
2019-04-26,119.875420,122.468369,117.961906,121.018120,121.018120,5809352002
2019-04-27,120.959114,124.323509,120.456787,122.655571,122.655571,4539043186
2019-04-28,122.705765,123.545090,121.633057,121.750793,121.750793,4164188928
2019-04-29,121.747681,122.398926,118.582153,120.023132,120.023132,4681597059
2019-04-30,120.000542,124.640434,120.000542,124.393677,124.393677,4814018215
2019-05-01,124.409416,125.778931,122.346352,123.204056,123.204056,4435125525
2019-05-02,123.231056,125.021736,122.692772,124.398438,124.398438,4637752897
2019-05-03,124.361900,130.875717,123.547073,127.497543,127.497543,5541194324
2019-05-04,127.448051,129.542267,122.820564,124.517334,124.517334,5054356832
2019-05-05,124.508736,125.559921,121.233559,124.288567,124.288567,4515594947
2019-05-06,124.202858,134.222198,122.029228,131.820557,131.820557,5756856407
2019-05-07,131.648056,137.629395,129.875000,129.954559,129.954559,6437424073
2019-05-08,130.035339,132.329941,127.348167,131.372467,131.372467,4931088820
2019-05-09,131.375320,132.852371,128.372437,130.889801,130.889801,5032167753
2019-05-10,130.908005,135.220947,129.838974,133.198715,133.198715,6182801827
2019-05-11,133.196075,156.526886,133.196075,149.478333,149.478333,9676510542
2019-05-12,149.369614,155.341736,141.316193,144.007843,144.007843,7938233615
2019-05-13,144.079025,158.338120,142.452072,151.866898,151.866898,7998255483
2019-05-14,151.783585,168.793594,151.173157,168.230423,168.230423,9878557021
2019-05-15,168.123169,192.644836,167.977509,192.380493,192.380493,10477080646
2019-05-16,192.216156,215.113892,192.076965,206.290039,206.290039,14581546912
2019-05-17,206.163727,208.727859,178.927475,191.653824,191.653824,12609124081
2019-05-18,191.769165,193.696564,183.268921,184.444641,184.444641,8595910077
2019-05-19,184.330032,207.229477,183.786911,205.253922,205.253922,9465096252
2019-05-20,205.234482,205.457413,189.919601,197.876770,197.876770,8512135691
2019-05-21,197.706619,206.246658,195.145096,200.848511,200.848511,9085665404
2019-05-22,200.674942,203.540680,191.707565,193.228699,193.228699,7753075370
2019-05-23,193.202011,195.561172,185.017548,194.227524,194.227524,8426911088
2019-05-24,194.244446,200.845947,192.074539,196.228668,196.228668,7809846747
2019-05-25,196.393112,202.435608,195.917053,198.033051,198.033051,7020348879
2019-05-26,198.005463,211.575653,194.481979,209.875076,209.875076,7594606811
2019-05-27,209.931854,219.677612,209.145737,215.182480,215.182480,9522213432
2019-05-28,214.967865,216.655563,210.874634,214.718201,214.718201,8187446989
2019-05-29,214.726395,216.924469,207.795654,213.362839,213.362839,7775073610
2019-05-30,213.438995,227.690308,196.115280,202.933762,202.933762,10790184815
2019-05-31,203.057755,212.563751,197.577835,212.131454,212.131454,8904974605
2019-06-01,212.384476,216.439072,208.500656,209.977570,209.977570,7866798627
2019-06-02,210.073669,215.862808,209.701141,213.848648,213.848648,6919836431
2019-06-03,213.740250,213.821304,198.401398,199.476654,199.476654,7403709843
2019-06-04,199.400620,199.400620,185.926331,190.012787,190.012787,7977640127
2019-06-05,190.137375,195.507538,188.902985,194.716476,194.716476,6737940118
2019-06-06,194.617340,196.858795,187.876877,196.488480,196.488480,6509712276
2019-06-07,196.378967,199.663498,194.266617,197.009186,197.009186,6578898251
2019-06-08,197.259613,198.145279,190.962814,192.932663,192.932663,5673238527
2019-06-09,192.777512,193.116959,180.143845,183.215469,183.215469,5947509921
2019-06-10,183.013809,195.164230,180.235565,195.043137,195.043137,6415144407
2019-06-11,195.312622,195.966995,188.462433,193.184525,193.184525,5802463985
2019-06-12,193.297440,205.655746,192.178970,205.565720,205.565720,6811867151
